id	age	gender	engagement	mem.edu	zip	channel	progressivism	harm	fair	in.group	authority	purity	account.age	region	public.sector	sustainability	localism	pub.greater.priv	experience.more.important	teachers.underpaid	main.focal.value	support.of.focal.value
886	53	male	Highly Engaged	3	98584	Branch	0.333333333333333	4.25	4.25	3.25	4	4.5	24.556	W WA Non Metro	yes	3.33333333333333	4.75	5	6	6	Law enforcement	4.72546496765254
887	72	male	Not Engaged	3	98391	Branch	-0.166666666666667	3.5	4	4	3.25	4.5	40.205	W WA Metro	yes	2.33333333333333	4	3	3	3	Human/Civil rights	94.2887658489904
888	37	male	Not Engaged	4	98201	Branch	-0.041666666666667	3.5	4.75	4.25	4	4.25	12.762	W WA Metro	yes	3	5.75	2	5	3	Specify	73.1198930925906
889	25	female	Highly Engaged	3	98502	Branch	0.916666666666667	3	3	3	1.5	1.75	3.499	Thurston	no	4.5	4	2	6	5	Education	9.12638644880421
890	30	male	Engaged	2	99163	Branch	1.875	3.5	3.25	2.75	1.75	0	8.899	E WA Non Metro	no	3.83333333333333	3.75	3	6	5	Animal rights	15.6017037410812
891	33	female	Engaged	4	99158	Branch	-0.541666666666667	3.5	3.25	4.25	4.25	3.25	4.953	E WA Non Metro	yes	2.33333333333333	5	3	5	6	Hunger/Poverty	18.0553722472463
893	72	male	Not Engaged	4	98584	Loan	0.375	4	4.25	3.75	4	3.5	3.326	W WA Non Metro	yes	5.33333333333333	5	4	6	6	Human/Civil rights	16.335998477745
903	70	male	Highly Engaged	6	98498	Branch	0.833333333333333	4	4.5	3.25	3	4	36.526	W WA Metro	yes	5	5.25	4	5	4	Environment	14.8376205998138
904	65	female	Engaged	3	98221	Branch	-0.125	3	3.75	4	3.25	3.25	39.551	W WA Non Metro	yes	5.33333333333333	5	5	2	6	Environment	50.4694881524176
905	51	female	Engaged	5	98290	Branch	-0.125	3	3.25	3.5	3.25	3	32.4	W WA Metro	no	4.16666666666667	5	4	5	5	Health (i.e. cancer research)	56.0596322343987
907	40	female	Not Engaged	3	98507	Loan	1.20833333333333	5	4.75	3.5	3.75	3.75	0.868	Thurston	no	4.66666666666667	4.75	1	5	6	Environment	26.3713329180041
908	70	female	Highly Engaged	3	98503	Branch	0.291666666666667	4	3.75	4	3	3.75	23.266	Thurston	yes	4.33333333333333	5.25	3	5	6	Hunger/Poverty	10.6247643267355
910	55	male	Highly Engaged	4	99113	Branch	-0.875	3	2.75	3.5	3.5	4.25	7.384	E WA Non Metro	yes	2.16666666666667	5.25	2	6	5	Human/Civil rights	28.6801365739818
911	55	female	Highly Engaged	4	98662	Branch	1.95833333333333	5	4.75	2	2.25	4.5	19.4	W WA Metro	yes	5.16666666666667	4.75	2	2	4	Hunger/Poverty	28.6801365739818
914	66	female	Not Engaged	6	98502	Branch	1.33333333333333	4	3.5	3	1.25	3	0.156	Thurston	yes	5	6	4	3	6	Homelessness	37.5647203323858
915	76	female	Highly Engaged	6	98632	Branch	1.58333333333333	4	4.5	1.5	2.5	4	20.386	W WA Non Metro	yes	5	5	3	4	5	Environment	55.1218840802625
916	52	female	Not Engaged	3	99350	Loan	0.291666666666667	4.25	3.5	3.5	3.5	3.75	6.932	E WA Non Metro	no	3.33333333333333	4.25	3	5	6	Health (i.e. cancer research)	4.40092148115167
917	46	female	Highly Engaged	6	99022	Branch	1.33333333333333	4.25	3.75	2.75	3	2.25	30.46	E WA Metro	yes	4.83333333333333	4.75	2	3	6	Education	28.7399856722228
919	24	female	Not Engaged	4	98105	Branch	2.20833333333333	3.75	4	2.25	1.5	1.25	6.301	W WA Metro	yes	5.5	4.75	3	2	6	Human/Civil rights	9.12638644880421
921	50	male	Engaged	3	98198	Branch	1.79166666666667	4.5	3.75	1.5	2.25	3.25	10.899	W WA Metro	no	4.66666666666667	4.5	5	6	6	Human/Civil rights	17.9511211089673
923	65	male	Highly Engaged	4	98942	Branch	0.875	4	4.25	3.25	3.25	3.25	36.981	E WA Non Metro	yes	5.66666666666667	4.5	6	4	6	Environment	9.12638644880421
924	73	male	Highly Engaged	5	98070	Branch	1.25	2.5	3.5	1.75	2.5	1	32.479	W WA Metro	yes	4.66666666666667	5	1	5	2	Health (i.e. cancer research)	59.9710456714134
924	73	male	Highly Engaged	5	98070	Branch	1.25	2.5	3.5	1.75	2.5	1	32.479	W WA Metro	yes	4.66666666666667	5	1	5	2	Health (i.e. cancer research)	59.9710456714134
924	73	male	Highly Engaged	5	98070	Branch	1.25	2.5	3.5	1.75	2.5	1	32.479	W WA Metro	yes	4.66666666666667	5	1	5	2	Health (i.e. cancer research)	59.9710456714134
924	73	male	Highly Engaged	5	98070	Branch	1.25	2.5	3.5	1.75	2.5	1	32.479	W WA Metro	yes	4.66666666666667	5	1	5	2	Health (i.e. cancer research)	59.9710456714134
924	73	male	Highly Engaged	5	98070	Branch	1.25	2.5	3.5	1.75	2.5	1	32.479	W WA Metro	yes	4.66666666666667	5	1	5	2	Health (i.e. cancer research)	59.9710456714134
924	73	male	Highly Engaged	5	98070	Branch	1.25	2.5	3.5	1.75	2.5	1	32.479	W WA Metro	yes	4.66666666666667	5	1	5	2	Health (i.e. cancer research)	59.9710456714134
925	49	female	Highly Engaged	4	99111	Branch	0.0833333333333335	3.25	2.25	3.5	2.25	2.25	11.047	E WA Non Metro	yes	3	4	2	6	5	Hunger/Poverty	0
927	62	male	Highly Engaged	3	98513	Branch	1.54166666666667	4	3.75	3.25	2.25	1.5	32.762	Thurston	yes	3.5	4	3	5	5	Health (i.e. cancer research)	10.6247643267355
929	53	male	Highly Engaged	3	99163	Branch	-0.583333333333333	4	4	4.25	4.5	5	12.573	E WA Non Metro	no	3.16666666666667	4	1	6	6	Domestic abuse	4.72546496765254
930	59	female	Highly Engaged	5	98584	Branch	1.16666666666667	4	3.5	3.25	1.5	3	13.085	W WA Non Metro	yes	4.66666666666667	4.25	1	2	6	Environment	32.5951757635879
931	48	female	Engaged	3	99208	Branch	0.166666666666667	3.75	3.25	3.25	3.5	3.25	4.066	E WA Metro	no	4.16666666666667	4.25	3	4	6	Education	22.516142826639
933	32	male	Not Engaged	3	98001	Branch	0.208333333333333	3.5	2.75	3.5	3.25	2	12.353	W WA Metro	no	3.83333333333333	4.5	3	5	6	Health (i.e. cancer research)	24.2792150928301
934	65	male	Not Engaged	2	98506	Branch	-0.083333333333333	4.5	4.5	4.75	4.5	4.5	46.534	Thurston	yes	3.83333333333333	4.5	2	4	4	Specify	18.3032865535607
935	62	male	Highly Engaged	6	99217	Branch	1.75	4	4	2.75	2.75	1.25	7.463	E WA Metro	yes	5	4.75	4	5	5	Environment	16.335998477745
937	74	male	Not Engaged	7	98119	Branch	0.458333333333333	3.25	4	3.5	3	3	26.951	W WA Metro	yes	4.66666666666667	4.5	1	4	6	Education	9.12638644880421
938	45	female	Engaged	4	98445	Branch	0.791666666666667	4.25	4.5	3.5	3.5	3.75	18.027	W WA Metro	yes	5.33333333333333	4	1	6	6	Health (i.e. cancer research)	29.8861981055606
941	63	male	Highly Engaged	6	98513	Branch	1.20833333333333	4.25	4.5	3.5	2.5	3.5	6.94	Thurston	yes	4.83333333333333	5	3	3	5	Hunger/Poverty	36.0369719113368
942	35	female	Not Engaged	4	98563	Loan	0	4	4	4	4	4	1.649	W WA Non Metro	no	4.5	3.5	4	5	6	Arts & culture	32.8392553647333
943	65	female	Highly Engaged	5	99223	Branch	0.416666666666667	3.75	2.75	2.5	3.25	2.75	35.753	E WA Metro	no	5.33333333333333	4.5	1	4	3	Hunger/Poverty	21.0614634453976
945	56	female	Highly Engaged	3	99217	Branch	-0.0833333333333335	3.25	3.25	3	4.25	2.75	26.589	E WA Metro	yes	3.33333333333333	4.25	3	4	4	Human/Civil rights	4.72546496765254
948	64	other	Highly Engaged	6	98059	Branch	-0.0833333333333335	1.75	3.75	2.5	3	3	24.688	W WA Metro	yes	6	5.75	6	4	6	Education	33.9900060465884
949	63	female	Highly Engaged	5	99022	Branch	0.541666666666667	4.25	4	3.5	4	3.25	24.378	E WA Metro	yes	3.5	5.5	1	4	6	Education	36.358658800807
950	26	female	Highly Engaged	3	99328	Branch	0.458333333333333	3.75	3.5	3.25	2.75	3.5	25.373	E WA Non Metro	no	4.16666666666667	5	3	5	3	Domestic abuse	23.6623552599768
951	47	female	Not Engaged	4	98178	Branch	3.66666666666667	4	5	1	1	0.5	4.208	W WA Metro	yes	3.83333333333333	3.75	5	4	6	Arts & culture	10.4366991186621
953	41	female	Engaged	3	98503	Branch	0.5	5	4	4.5	3	4.5	2.29	Thurston	no	4.5	6	3	5	2	Environment	14.8376205998138
954	43	female	Engaged	3	98632	Branch	0	4	4	4	4	4	3.841	W WA Non Metro	no	3.83333333333333	5	5	5	5	Education	45.1833934609701
956	64	female	Engaged	4	98199	Branch	1.75	3.75	4.25	1.5	2	3.25	10.395	W WA Metro	no	6	5.75	2	3	5	Hunger/Poverty	37.5647203323858
957	73	female	Engaged	6	98374	Branch	1.75	4.75	4.75	4.5	3.5	1	21.619	W WA Metro	yes	5.83333333333333	4.5	2	2	6	Environment	21.0614634453976
958	36	female	Engaged	8	98506	Branch	2.70833333333333	5	2.75	0.75	1.25	1.5	2.318	Thurston	yes	5.33333333333333	5	4	4	6	Hunger/Poverty	9.12638644880421
959	51	male	Engaged	5	98121	Branch	1.54166666666667	4.25	4	3.5	2.5	1.75	36.578	W WA Metro	no	5.5	5	4	5	6	Health (i.e. cancer research)	35.0512027279797
960	48	female	Engaged	7	99163	Branch	0.375	3	3.75	4	3	2	22.997	E WA Non Metro	yes	4.33333333333333	4.5	5	5	6	Health (i.e. cancer research)	9.12638644880421
961	53	male	Not Engaged	3	98272	Branch	0.458333333333333	3	3.75	3.75	3.25	1.75	4.649	W WA Metro	no	4	3.75	2	3	2	Law enforcement	10.6247643267355
962	58	female	Highly Engaged	6	98503	Branch	2.54166666666667	4.5	3.25	2	1.75	0.25	14.219	Thurston	yes	4.66666666666667	4.5	5	4	5	Environment	29.8861981055606
964	34	female	Highly Engaged	5	98502	Branch	4.04166666666667	5	3.75	1	0	0	11.795	Thurston	no	5.33333333333333	6	3	4	6	Homelessness	9.12638644880421
965	22	female	Engaged	4	98502	Branch	1.20833333333333	4	4.25	2.5	3	3.25	11.03	Thurston	no	4.66666666666667	5.25	6	5	6	Education	28.991460118916
966	67	male	Not Engaged	4	98528	Loan	-0.333333333333333	2.75	2.75	3	3.75	2.5	0.025	W WA Non Metro	no	2.66666666666667	3.25	2	4	4	Education	8.82473466016307
967	41	female	Not Engaged	4	98375	Loan	0.25	3.5	3.5	3	3.75	3	0.775	W WA Metro	no	1.83333333333333	1	1	5	6	Animal rights	20.022660323062
968	28	female	Not Engaged	3	99207	Branch	2.41666666666667	4	4	1.5	1.5	1.75	8.545	E WA Metro	no	2.33333333333333	3.5	2	4	6	Human/Civil rights	33.3325325018267
969	20	female	Engaged	3	98502	Branch	0.958333333333333	3.25	4	2.5	3.5	2	7.241	Thurston	no	2.5	4.25	2	4	5	Human/Civil rights	12.3441380962368
970	35	female	Not Engaged	4	98930	Branch	1.70833333333333	2	4.75	0.75	2.25	2	0.236	E WA Non Metro	yes	4.83333333333333	5.5	2	3	6	Education	16.335998477745
972	26	female	Engaged	2	99224	Branch	-0.0833333333333335	3.5	3	4.5	3.5	2	6.701	E WA Metro	no	3	3.5	3	4	6	Education	0
973	50	female	Highly Engaged	3	98576	Branch	-0.333333333333333	4	4	3.75	4.5	4.75	29.592	Thurston	yes	2.16666666666667	4.25	1	5	1	Specify	31.8534861813763
973	50	female	Highly Engaged	3	98576	Branch	-0.333333333333333	4	4	3.75	4.5	4.75	29.592	Thurston	yes	2.16666666666667	4.25	1	5	1	Specify	31.8534861813763
974	52	female	Highly Engaged	4	98042	Branch	0.666666666666667	3.75	3.75	2.75	3	3.5	11.192	W WA Metro	no	5	5	3	3	6	Health (i.e. cancer research)	0
977	45	female	Engaged	3	98516	Other	0.625	5	4.25	4.25	4	3.75	0.46	Thurston	no	4.33333333333333	4.5	2	5	4	Hunger/Poverty	36.358658800807
978	25	male	Highly Engaged	8	98133	Branch	0.75	2.75	1.25	1.25	2.25	0.25	3.701	W WA Metro	no	5.16666666666667	6	3	5	4	Environment	5.71123415100957
981	23	other	Highly Engaged	4	98115	Branch	2.04166666666667	4	4.75	1.75	1.75	3.5	17.148	W WA Metro	yes	5.33333333333333	5.25	3	6	6	Human/Civil rights	37.2475716914328
982	37	female	Not Engaged	3	99212	Branch	0.375	4.75	4	3.75	4	4.25	6.395	E WA Metro	yes	3	4.75	3	4	6	Human/Civil rights	14.8376205998138
983	65	female	Engaged	7	98261	Branch	1.875	4	4.25	2.25	2.5	2	36.507	W WA Non Metro	yes	5.33333333333333	5.5	3	4	6	Environment	32.8356296121419
984	21	female	Not Engaged	4	98506	Branch	1.04166666666667	4	3.25	3.75	3.25	0.75	5.616	Thurston	yes	5.66666666666667	4	4	4	4	Environment	10.1121556321612
985	42	female	Engaged	4	98373	Branch	1.33333333333333	4.25	3.75	2.75	2.25	3	6.027	W WA Metro	no	3	3.5	3	4	6	Homelessness	9.12638644880421
986	38	male	Not Engaged	4	98103	Branch	1.875	3.5	3.75	2.75	2	0.5	12.036	W WA Metro	yes	5	5	4	3	6	Environment	4.40092148115167
987	52	female	Not Engaged	4	99337	Branch	-0.291666666666667	3.75	4.5	4.5	4.5	4.25	2.877	E WA Non Metro	yes	4.16666666666667	4.75	4	5	5	Environment	4.72546496765254
989	69	male	Engaged	4	98371	Branch	-0.333333333333333	3.75	3.75	4	4.25	4	23.447	W WA Metro	yes	3.16666666666667	2.25	3	2	2	Health (i.e. cancer research)	15.350229294388
991	43	female	Highly Engaged	2	98503	Branch	1.375	4	4.25	2.75	3.25	2.25	5.03	Thurston	yes	4.16666666666667	4.25	3	4	5	Health (i.e. cancer research)	6.22384284558378
992	65	female	Highly Engaged	6	98584	Branch	0.375	3.75	3.5	3.5	3	3.25	17.74	W WA Non Metro	yes	3.83333333333333	5.5	2	2	6	Human/Civil rights	59.9148223257639
997	44	female	Engaged	7	98502	Branch	0.875	3.5	3.75	3.5	3.5	1.25	11.395	Thurston	no	5.16666666666667	4.5	3	3	4	Animal rights	25.485276624409
999	30	female	Engaged	4	98119	Branch	0.583333333333333	4.25	3.25	2.5	3.25	3.75	30.282	W WA Metro	no	3.83333333333333	4	1	2	5	Hunger/Poverty	10.6247643267355
1000	46	male	Not Engaged	3	98019	Loan	0.75	3.75	3.75	3.75	2.5	2.75	1.499	W WA Metro	no	3.5	6	3	5	4	Animal rights	100
1002	36	female	Highly Engaged	4	98133	Branch	1.08333333333333	3.75	3.75	4.5	2.25	1.25	7.619	W WA Metro	no	3.83333333333333	4.75	3	4	5	Animal rights	39.5563753474104
1003	49	female	Engaged	6	98116	Branch	0.958333333333333	4.5	4.25	4.25	4	2	23.748	W WA Metro	no	5	5.5	5	6	6	Specify	14.8376205998138
1005	28	female	Engaged	8	99201	Branch	1.29166666666667	3	3.75	1.75	2.25	2.25	12.463	E WA Metro	no	3.16666666666667	3.5	3	3	6	Homelessness	10.4366991186621
1007	35	female	Engaged	3	98513	Branch	4.125	4.75	4.5	0.25	1	0.25	7.773	Thurston	no	5.33333333333333	5.75	2	4	6	Human/Civil rights	37.2475716914328
1008	37	female	Engaged	3	98502	Branch	2.125	4.5	3.75	2.5	1.75	1.75	0.49	Thurston	no	5.33333333333333	5	3	4	6	Human/Civil rights	16.7450595773884
1010	27	male	Engaged	6	99163	Branch	2.125	3.75	3	1.25	2.25	0.25	0.507	E WA Non Metro	no	5.66666666666667	6	4	5	6	Human/Civil rights	14.8376205998138
1011	59	female	Engaged	3	98036	Branch	1.45833333333333	4.75	4	4	2	2.75	6.011	W WA Metro	no	5.16666666666667	5.5	2	3	6	Animal rights	79.243814095835
1013	29	female	Engaged	3	98501	Branch	0.958333333333333	3.5	2.75	2.5	2	2	6.959	Thurston	yes	4.66666666666667	4.5	2	5	5	Animal rights	18.0553722472463
1015	35	male	Not Engaged	3	98310	Branch	-0.333333333333333	4.5	4.5	4.75	5	4.75	4.723	W WA Non Metro	yes	4.66666666666667	5	5	4	5	Education	14.8376205998138
1016	48	male	Engaged	4	98373	Branch	0.75	3.5	3.5	3	3.25	2	11.816	W WA Metro	no	3.83333333333333	4.75	4	4	5	Environment	31.9377022188262
1028	62	female	Not Engaged	6	98026	Branch	2.16666666666667	5	4	3	2	2	0.332	W WA Metro	no	5	5.5	3	4	6	Human/Civil rights	22.456293728398
1031	63	other	Not Engaged	5	98498	Branch	-1.25	3	3.5	3.5	5	5	13.436	W WA Metro	yes	1.66666666666667	2.5	1	5	1	Specify	15.350229294388
1035	64	female	Highly Engaged	2	98942	Branch	0.791666666666667	4.5	4.25	3.5	3	4.25	5.981	E WA Non Metro	no	4.33333333333333	4.75	3	2	6	Human/Civil rights	10.1121556321612
1036	78	male	Engaged	4	99022	Branch	0.291666666666667	4.25	3.5	4.5	4	2.25	4.249	E WA Metro	yes	2.66666666666667	3.75	3	3	2	Human/Civil rights	56.0560064818073
1038	62	female	Highly Engaged	4	98208	Branch	-0.25	3.75	3.75	4	3.5	4.5	14.734	W WA Metro	no	3.16666666666667	3.25	5	4	6	Health (i.e. cancer research)	37.5048712341449
1039	24	male	Not Engaged	4	98512	Branch	1.75	4.5	4.5	3.75	3.25	1.25	3.603	Thurston	no	5.16666666666667	5	1	4	6	Domestic abuse	16.7450595773884
1040	57	female	Highly Engaged	6	98368	Branch	1.25	3.5	3.5	1.5	2.75	2.5	31.433	W WA Non Metro	yes	4	5	3	5	6	Animal rights	21.0614634453976
1041	28	female	Not Engaged	4	98579	Branch	1.91666666666667	4	4.5	2	2.5	2.5	13.855	Thurston	yes	5.5	4	4	5	6	Education	9.12638644880421
1042	71	male	Highly Engaged	4	98512	Branch	0.833333333333333	4.25	4.25	3.25	3.5	3.5	44.534	Thurston	yes	4.66666666666667	6	3	3	6	Homelessness	16.8049086756294
1043	70	male	Highly Engaged	5	98409	Branch	0.333333333333333	3.75	3.25	3.5	3.25	2.75	17.953	W WA Metro	yes	4.83333333333333	4.25	5	4	4	Health (i.e. cancer research)	9.12638644880421
1044	51	other	Highly Engaged	4	98116	Branch	3.66666666666667	4.5	4	1	0.75	0	34.795	W WA Metro	no	5.5	6	2	6	6	Homelessness	37.1035065557419
1045	34	female	Engaged	4	98102	Branch	2.25	4	3.5	1.25	2.25	1	15.518	W WA Metro	no	5	5.5	1	2	6	Animal rights	56.833863004216
1046	60	female	Not Engaged	3	98942	Branch	1.29166666666667	4.5	4.75	4	2.25	3.75	40.181	E WA Non Metro	yes	3.33333333333333	5.25	4	5	6	Hunger/Poverty	32.8392553647333
1047	55	female	Highly Engaged	4	99201	Branch	2.79166666666667	4.75	5	1.75	2	2.5	9.049	E WA Metro	yes	4.83333333333333	5.25	1	4	6	Hunger/Poverty	29.3243901771768
1049	56	male	Engaged	4	98109	Branch	1.29166666666667	2.5	3.75	1.75	2.75	1	4.134	W WA Metro	yes	5.66666666666667	4.75	3	5	5	Environment	18.3032865535607
1050	56	female	Engaged	6	98501	Branch	1.91666666666667	4.5	3.5	2.25	1.75	2.25	14.959	Thurston	no	5.83333333333333	5.25	4	3	6	Specify	66.9727450394059
1051	29	other	Highly Engaged	4	98002	Branch	1.45833333333333	3	4.75	3.25	2.75	1.25	7.471	W WA Metro	no	5.33333333333333	4.5	5	4	6	Human/Civil rights	9.12638644880421
1053	20	female	Engaged	3	99163	Branch	-0.166666666666667	3.25	2.75	3	3.75	2.75	1.247	E WA Non Metro	no	3	3.75	3	5	5	Animal rights	4.72546496765254
1055	71	male	Not Engaged	3	98115	Branch	1.04166666666667	4.75	3.5	3.5	2.75	3	27.542	W WA Metro	no	3	4.25	2	4	6	Hunger/Poverty	4.72546496765254
1058	68	male	Engaged	4	98501	Branch	-0.0416666666666665	2.75	3.5	3.25	3.75	2.5	42.921	Thurston	yes	3.33333333333333	5	4	3	6	Specify	28.991460118916
1059	63	male	Not Engaged	7	98902	Branch	0.625	4	3.75	4	2.5	3.25	23.732	E WA Non Metro	yes	4.5	5	2	4	6	Environment	49.8357893888149
1063	36	female	Highly Engaged	6	98103	Branch	2.25	4	3.5	0.75	1.5	2.25	17.956	W WA Metro	yes	5.66666666666667	5.5	2	4	6	Environment	10.1121556321612
1068	68	male	Engaged	6	98498	Branch	0.625	4.75	4.5	3.75	3.75	4.5	26.86	W WA Metro	yes	4.5	6	3	4	1	Education	31.8534861813763
1070	41	male	Not Engaged	4	99205	Branch	1.16666666666667	3.5	3.5	2.75	2.5	1.75	5.093	E WA Metro	yes	4.66666666666667	5.5	3	4	6	Domestic abuse	14.8376205998138
1071	60	other	Highly Engaged	3	98513	Branch	1.41666666666667	4.75	4.75	3.75	3.5	2.75	44.868	Thurston	yes	5.83333333333333	5	5	4	5	Homelessness	21.0614634453976
1072	29	male	Highly Engaged	4	98375	Other	0.583333333333333	4.5	5	4.75	3.5	4.25	0.263	W WA Metro	no	4.33333333333333	4.75	3	3	4	Hunger/Poverty	4.40092148115167
1076	56	female	Not Engaged	2	98926	Loan	0.166666666666667	4	3.5	4	4	2.75	1.477	E WA Non Metro	yes	5.5	5	6	4	1	Education	23.0287515212132
1078	65	other	Engaged	4	98516	Branch	0.208333333333333	4.75	4	4.75	4.25	3.5	3.403	Thurston	yes	4.16666666666667	5.5	4	5	3	Education	19.4494989868985
1079	59	male	Engaged	4	99161	Branch	1.83333333333333	3.75	3.75	2.75	2	1	31.825	E WA Non Metro	yes	4.16666666666667	5	4	2	5	Hunger/Poverty	4.40092148115167
1080	58	male	Not Engaged	3	98563	Loan	1.04166666666667	4.75	4	4.25	3.25	2.5	0.575	W WA Non Metro	no	4.66666666666667	4.75	3	3	6	Environment	29.8861981055606
1081	29	male	Not Engaged	4	98107	Branch	2.875	3.75	3.5	0.25	0.75	1.25	6.444	W WA Metro	no	5.66666666666667	4.75	4	4	4	Environment	14.8376205998138
1082	69	female	Engaged	6	98116	Branch	0.875	3.75	2.5	2.5	2	2.25	30.658	W WA Metro	yes	4.83333333333333	5	3	5	6	Education	43.272328730804
1083	39	male	Not Engaged	6	98021	Branch	0.708333333333333	3	2.25	2	2.25	1.5	8.597	W WA Metro	yes	2.33333333333333	3.75	4	2	4	Animal rights	25.1607331379081
1084	55	male	Highly Engaged	6	98366	Branch	0.375	3	4.25	3.25	3.25	3.25	12.707	W WA Non Metro	yes	2.33333333333333	3.25	1	5	3	Specify	33.1601730986428
1085	23	male	Engaged	4	98499	Branch	0.333333333333333	4.5	4.5	4.5	4	4	1.658	W WA Metro	yes	6	6	6	6	6	Education	63.0577058497998
1086	41	female	Highly Engaged	6	99217	Loan	0.875	4.5	3.75	3.5	3.25	3	0.712	E WA Metro	no	4.16666666666667	3.75	2	5	6	Human/Civil rights	4.72546496765254
1087	61	female	Engaged	5	98027	Branch	1.33333333333333	4.5	5	3.5	3.25	3.5	14.447	W WA Metro	yes	5.16666666666667	5	3	5	6	Education	28.7399856722228
1088	31	female	Highly Engaged	3	98407	Branch	1.66666666666667	4	4	2	3.5	1.5	5.321	W WA Metro	no	5.16666666666667	5	2	6	6	Hunger/Poverty	66.9128959411649
1089	27	female	Not Engaged	5	99163	Branch	0.625	3.25	2.5	2.75	2.25	1.75	0.701	E WA Non Metro	no	3.16666666666667	4	3	3	4	Animal rights	9.12638644880421
1091	69	other	Not Engaged	3	98392	Branch	-0.875	3.25	3	3.25	4.25	4.5	35.271	W WA Non Metro	yes	2.66666666666667	4	1	4	3	Health (i.e. cancer research)	19.4494989868985
1092	60	male	Highly Engaged	5	98501	Branch	0.458333333333333	1.5	2.75	2.5	1.25	1.25	22.584	Thurston	yes	4.33333333333333	5.25	4	5	3	Environment	37.760180386007
1093	27	male	Highly Engaged	4	98512	Branch	0.541666666666667	3.5	2.75	3.25	2.75	1.75	3.921	Thurston	no	5	4.5	6	6	5	Environment	27.1280212137237
1095	33	female	Not Engaged	6	98109	Branch	2.45833333333333	4.5	3.75	2.25	1.25	1.5	3.471	W WA Metro	no	4.5	4.25	3	2	6	Domestic abuse	4.72546496765254
1096	78	male	Highly Engaged	7	98103	Branch	0.791666666666667	2.75	2.5	1.75	2	1.75	22.827	W WA Metro	yes	4.83333333333333	4.25	4	2	4	Hunger/Poverty	15.350229294388
1098	44	male	Not Engaged	6	98409	Branch	0.916666666666667	5	5	5	2.75	4.5	4.638	W WA Metro	yes	5	3.75	3	4	2	Education	29.369963658395
1101	18	male	Not Engaged	3	99161	Branch	0.75	4	2.5	3.5	2.5	1.5	6.548	E WA Non Metro	no	2	3.5	3	4	4	Hunger/Poverty	15.350229294388
1103	19	female	Not Engaged	3	98532	Branch	1.375	4.25	4.5	2.25	3.25	3.5	2.263	W WA Non Metro	no	4.5	4	4	3	4	Health (i.e. cancer research)	16.8049086756294
1104	44	female	Engaged	6	98178	Branch	3.79166666666667	4.75	5	1.25	0	2	6.633	W WA Metro	yes	5.5	5.75	6	6	6	Human/Civil rights	4.40092148115167
1105	49	female	Engaged	4	98584	Branch	-1.20833333333333	3.5	1.75	3.5	3.75	4.25	4.244	W WA Non Metro	no	2.16666666666667	4	4	4	5	Health (i.e. cancer research)	41.5236634232261
1106	54	male	Highly Engaged	4	98375	Branch	0.5	3.75	4.75	4.75	3.5	3	21.26	W WA Metro	yes	3.33333333333333	5	3	3	4	Health (i.e. cancer research)	54.2329711896367
1107	27	other	Not Engaged	4	98502	Branch	3.5	4.5	3	0.5	0	0.25	2.107	Thurston	yes	3	3.25	4	5	6	Health (i.e. cancer research)	52.6882506749265
1108	49	female	Engaged	2	98513	Branch	3.45833333333333	5	4.75	1.5	1.5	1.25	1.723	Thurston	yes	4.83333333333333	5.25	5	4	5	Animal rights	49.0385835523352
1109	53	male	Highly Engaged	4	99022	Branch	0.125	4.75	4.5	5	4	4.5	7.6	E WA Metro	yes	5.16666666666667	6	3	3	6	Law enforcement	58.768609892426
1111	25	male	Engaged	4	99163	Branch	1.04166666666667	3.25	3	1.75	2	2.5	1.304	E WA Non Metro	yes	4.16666666666667	4	3	6	4	Arts & culture	5.71123415100957
1112	45	female	Not Engaged	8	98403	Branch	3.75	4.75	4.75	1	1	1	0.164	W WA Metro	yes	6	6	3	3	6	Human/Civil rights	22.456293728398
1113	69	female	Highly Engaged	3	98516	Branch	0.708333333333333	3.75	4.5	3.75	3.75	2.75	29.288	Thurston	yes	4.16666666666667	5.25	5	6	6	Health (i.e. cancer research)	23.6623552599768
1115	69	male	Not Engaged	3	98531	Branch	-0.041666666666667	4.5	4.25	4.25	4.25	4.75	13.115	W WA Non Metro	yes	4	4.25	1	5	3	Domestic abuse	21.0614634453976
1116	52	other	Not Engaged	4	98072	Branch	1.375	5	4.75	4.25	3	3.25	22.326	W WA Metro	no	4.83333333333333	5.5	5	3	4	Animal rights	22.516142826639
1117	31	female	Engaged	4	98501	Branch	0.166666666666667	4.5	4	4.25	3.5	4.5	21.901	Thurston	yes	5.66666666666667	5.5	1	6	6	Education	4.40092148115167
1118	64	female	Highly Engaged	4	99218	Branch	0.333333333333333	3.25	3.75	3.5	3	3	37.463	E WA Metro	no	3.33333333333333	4.5	4	5	4	Hunger/Poverty	10.6247643267355
1120	66	male	Highly Engaged	8	98501	Branch	0.375	3	2.75	2.25	2.5	2.75	31.112	Thurston	yes	3.5	5.5	1	4	3	Law enforcement	14.8376205998138
1123	68	male	Not Engaged	3	98002	Loan	0.125	4	3.75	4.25	3.75	3.25	4.997	W WA Metro	no	3.83333333333333	5	5	4	6	Domestic abuse	21.0614634453976
1124	22	female	Not Engaged	3	98354	Loan	0.041666666666667	4.75	4	4.5	4.5	4	1.304	W WA Metro	no	2.66666666666667	4	1	4	6	Law enforcement	4.40092148115167
