row	weekday	weather	time	temperature	pedestrian_level	police_presence	consumer_satisfaction	accidents_per_10K_1	accidents_per_10K_2	accidents_per_10K_3
269	W	sunny	evening rush	75.20100616556765	4	2	60.40673160470575	12.865748993247136	0	0.020728538428386012
270	Su	sunny	midday	67.71134261736483	5	2	64.90177317158924	18.232968042274443	4.291191021316298	0
271	W	snowy	morning rush	5.238757838634406	5	4	55.98718278338152	21.487802807305094	12.304064856383429	0
272	Su	rainy	midday	70.90137584664589	4	4	72.66090471291226	11.284218985327444	0	0
273	Fr	snowy	evening rush	17.748040606213024	5	4	32.43972542651612	26.56316285331767	9.814336377321254	0
274	Tu	sunny	midday	64.7957631909365	3	2	51.03878315793935	13.55508180863189	0	0
275	M	rainy	overnight	69.71956751967278	5	1	57.928481497850925	21.312378151866017	0	0
276	M	snowy	midday	11.658294810350911	5	2	43.74777374860109	18.051194933216117	12.822077230126041	0
277	W	rainy	morning rush	64.2190619777794	10	3	46.93525955724284	35.295589755083675	17.62941424162627	0
278	W	sunny	midday	72.86846602843387	0	1	34.44317619161885	0	0	0
279	Sa	sunny	evening rush	81.4547565245981	1	1	40.64654516009104	3.6459701309062456	0	2.302923818852472
280	Fr	snowy	morning rush	12.154193719071236	5	1	35.624332475733155	22.820569143211703	12.074606169437914	0
281	Tu	snowy	morning rush	13.28254608134785	5	3	39.56789242376904	19.38775479006511	16.752043371168675	1.1951492736893705
282	Sa	rainy	evening rush	79.10257045586364	6	1	35.18351395358104	20.57697067101954	1.4820844886996967	0
283	Th	snowy	midday	5.890874781958186	5	1	48.214027017349274	17.773097203700424	13.386262669484825	0
284	M	sunny	midday	77.44850638227986	6	2	37.02965877872556	21.519729769705275	0	0
285	Su	rainy	overnight	80.91917681001765	7	3	54.6464126728561	26.299813494417425	8.583138372175501	0
286	Su	rainy	morning rush	81.07806234367678	2	1	48.55131161224973	9.229207058638679	0	0
287	Sa	snowy	midday	5.891668496215349	3	2	31.293859343830412	9.53029453994612	10.321999935125268	0
288	Tu	snowy	morning rush	11.163242297011886	5	4	47.2701071047478	17.622319269415396	12.405481867341894	0
289	W	snowy	morning rush	10.621432240565895	9	1	64.98041032131194	33.178226838535956	25.0705792863928	0
290	Sa	rainy	overnight	67.76357803496224	6	1	56.432355480529736	23.45810967474203	7.756258115146711	0
291	W	sunny	midday	64.3480912161367	6	3	54.862938917989894	18.060090991679278	6.1352804584908105	0
292	M	snowy	evening rush	18.750185365671022	3	4	62.99196965172244	16.57590544455966	2.4294631647663323	0
293	M	snowy	evening rush	-1.2117784794122386	3	1	29.43899373175155	16.6239774551281	8.508257737664223	2.562732870017026
294	Fr	snowy	midday	11.599776472631477	2	1	57.033726813416195	10.98097536054656	4.576061203002586	0
295	Fr	sunny	midday	69.22891263456938	5	2	59.223850124477664	19.176723358722843	0	0
296	Tu	sunny	evening rush	73.66537692353255	3	3	55.29290271097187	12.651990200886885	0	1.529310045214861
297	Tu	rainy	overnight	75.36136706024281	5	2	73.63432316267347	17.121410090751603	0	0
298	Su	snowy	morning rush	12.44059923399356	3	1	55.9940695193749	16.17771422751038	5.210713845518272	0
299	Th	sunny	morning rush	77.97029948679382	8	3	61.19150644250008	28.347271399084637	9.135471756469231	2.448069957754356
300	Th	sunny	overnight	62.01216886286058	4	1	48.52258847326216	18.514688472017472	0	1.7763925569236303
301	Su	rainy	overnight	82.50882031980599	3	2	47.16531742945275	16.859408432780484	0	0
302	M	rainy	overnight	73.6254097461644	5	2	58.540301084680664	20.5161138200224	0.5352088700099302	0
303	Sa	sunny	overnight	67.76245330824243	7	3	59.19227664375417	26.117843557914064	5.256919702773968	0
304	Th	sunny	morning rush	69.24927661119605	4	1	63.10957494681345	14.890534736864295	1.374335151240528	0
305	Tu	sunny	evening rush	75.1698124076284	2	1	41.57125926868722	11.558146805293982	0	0
306	Su	rainy	morning rush	71.60488352701009	6	1	68.76815738175401	18.922417864549985	3.048459035170411	0
307	Tu	rainy	evening rush	62.601460648898204	6	1	50.39007020717793	20.070207160412735	7.172344354908345	0
308	Su	sunny	midday	68.4942851201394	2	1	56.723852181953816	3.216760551315179	0	0
309	W	rainy	morning rush	63.40222581080484	6	1	67.30148571593786	26.34882292768162	9.239426982441618	0
310	M	sunny	overnight	73.31943126461458	5	2	59.46698012116731	22.157022449635477	2.274541688549677	3.063797770944715
311	Th	sunny	morning rush	82.70031205181691	7	1	56.78343201515044	19.867871553104862	7.284783421802284	0
312	Fr	snowy	midday	3.6592679548866727	7	3	46.50734098679393	24.59064872607579	20.09494080244356	0
313	Sa	snowy	morning rush	13.951647780315074	9	1	38.892490108153766	31.708362659911977	23.084212564063566	0
314	Fr	snowy	midday	7.018860952745701	9	1	29.733706643544075	32.25735709267578	26.39442056270045	0
315	Tu	sunny	evening rush	62.49086974815619	3	3	38.29120367097015	13.24965746795625	0	0
316	Tu	sunny	midday	77.08868140153511	4	2	76.38218805147135	10.112104578326203	0	0
317	Su	rainy	midday	72.80930027427056	3	1	64.43765501897455	9.01963577085418	0	0
318	Su	sunny	midday	85.46004739304723	5	3	61.97335932074225	15.172381931243146	0	0
319	Su	sunny	midday	68.26429718934948	3	1	62.25639116772352	4.8478442343022	0	0
320	Fr	sunny	evening rush	76.67512790128322	2	1	24.91483605576717	10.386854605261469	0	0
321	M	sunny	evening rush	66.28802358678273	4	1	38.74913497485625	15.041153849126232	0	0
322	Su	sunny	midday	92.5113183845069	10	3	42.00731295502127	27.16939953951446	13.13675639330514	0
323	M	snowy	midday	14.080266541174844	5	4	38.23402602003242	15.978827033785773	13.135359960574409	0
324	Sa	snowy	evening rush	8.17149143552975	5	2	51.31745121824511	16.908671488335717	11.404396786773047	0
325	Th	sunny	overnight	83.26852061237673	2	3	48.062239557879266	9.515023544590814	0	0.7792320755826432
326	M	snowy	overnight	17.753066449877366	4	2	89.8253635376351	17.095446878078178	7.284876040630949	0
327	M	sunny	overnight	63.58944605230616	4	1	45.05550647200036	19.42339823339759	0	3.794060483759784
328	Th	snowy	overnight	13.470169172640635	3	1	65.76783802482927	15.325028244704132	4.980918896654582	0
329	Fr	rainy	midday	57.45027243040937	6	3	89.20297931115707	23.35727733703026	3.629500221485277	0
330	W	sunny	overnight	64.26183306786429	5	1	51.93389656960677	18.61151218656901	4.622359480323121	0.40192720666670023
331	Su	sunny	overnight	68.91732877836611	3	1	52.576810003888525	13.166041232738557	0	2.790281058249145
332	W	rainy	evening rush	66.61238964951905	5	1	67.8901991655532	17.754452355897122	3.5942306273870415	0
333	Th	rainy	evening rush	62.53085040837946	4	3	36.35373416438673	16.653363931329903	0.7903217595438079	0
334	W	sunny	evening rush	74.0233257696116	8	4	50.99748503957569	27.89879810210328	8.025839848748731	0.6105414706725907
335	Th	rainy	morning rush	74.40742146899613	4	2	23.734793368795895	13.937785064298472	0	0
336	Th	sunny	overnight	83.84935238911551	2	2	39.51664257415774	8.294755031662573	0	0
337	Tu	rainy	evening rush	79.5266314969473	5	2	71.9713240012398	20.810876871105638	0	0
338	W	snowy	evening rush	15.057875637339757	5	3	64.95109968884655	23.472730417725202	11.87561989157978	0
339	Fr	snowy	midday	4.182110026638512	6	2	60.66827079409117	20.548504408833853	17.700205955548522	0
340	W	sunny	morning rush	75.8873593621968	3	1	23.129164012852023	13.725536557457891	0	3.00019483129328
341	W	sunny	midday	82.33932391533673	5	1	49.76700787772252	15.292601758271637	0	0
342	Fr	sunny	midday	68.11913215922613	5	1	31.642052579958225	16.302434018422115	0	0
343	Su	rainy	overnight	74.8495328542864	4	3	41.25789963510252	16.71639054882834	0	0
344	Fr	snowy	overnight	18.528096020684767	5	1	49.24167343529642	24.259673449980067	8.289677005656678	0
345	M	rainy	evening rush	79.00026788794672	4	1	49.8500554531709	16.531565311732045	0	0
346	M	sunny	midday	76.41315164739375	4	1	54.287903128385494	16.08273266254562	0	0
347	M	sunny	evening rush	89.38482306194581	2	1	51.46272882617609	14.076633660637532	0	0
348	Sa	sunny	evening rush	82.81210058663034	3	2	42.622700082950786	12.788304700874875	0	4.103038210807997
349	M	sunny	morning rush	71.63077240219482	5	1	75.50502130798316	20.98732781732673	3.60045959559578	2.370282228126963
350	Tu	rainy	evening rush	62.78793365659594	8	2	74.81799084553667	23.717747379106306	9.514201204342744	0
351	Tu	rainy	morning rush	68.59498194275609	1	2	48.645541134149866	10.30084919791018	0	0
352	Tu	snowy	midday	6.345724360311889	2	2	74.39564340275976	8.958714054726533	0.6276485959371021	0
353	W	sunny	overnight	74.51414973997888	7	1	68.84202385891685	19.91595011002998	4.495374086778799	2.0703989787422845
354	Sa	sunny	overnight	64.43025387474374	6	4	37.43141114423125	17.612283763301864	3.6958838139839623	3.4178394548351223
355	Tu	snowy	evening rush	3.6047198916323184	2	3	53.60723312144631	10.453885500415307	6.710099593887576	3.604421971077047
356	Th	rainy	morning rush	66.71382132252258	1	3	35.90252779389641	8.912814818802119	0	0
357	Sa	rainy	morning rush	76.48781530855662	5	3	48.736872639728425	19.050617261627238	1.449790319217959	0
358	Fr	sunny	morning rush	81.75676100333139	3	2	41.19644742510876	11.06673067290242	0	1.4845886073496575
359	Fr	sunny	midday	65.93447140532352	7	1	62.59618276151559	24.207161376103333	8.57966049900506	0
360	Th	sunny	overnight	80.1987522611678	4	3	38.29049222962958	18.250959271598543	0	0
361	W	sunny	evening rush	77.40536489479423	2	4	90.24859692302662	7.923434253464736	0	1.8682245521690202
362	Tu	rainy	morning rush	79.31384016705093	5	3	52.73089930222494	18.02728096233924	0	0
363	Su	sunny	overnight	75.62481724322713	3	1	15.93586393501164	7.568273083455911	0	2.2408342131896073
364	Su	snowy	midday	11.589799360961887	6	4	54.51662758758344	18.37794637290294	19.413782976428383	0
365	W	sunny	morning rush	71.38612848139206	4	3	20.03003157495258	10.190951643709411	0	0.909385412969437
366	Tu	snowy	evening rush	14.97410695020922	5	1	35.97484830674318	23.486413882523784	12.194024175824985	0
367	Fr	rainy	overnight	72.76188281151671	5	4	40.20383921894192	21.4257260950386	0.36468575380470447	0
368	Fr	rainy	morning rush	57.2418521572439	3	1	52.15825136583024	14.945889227843448	0	0
369	Th	snowy	evening rush	17.22389328107007	3	4	75.0082711013749	13.545318893727462	6.036528749532617	0
370	Fr	sunny	morning rush	60.737002114766945	8	2	44.12144819905173	28.424919287437532	9.570285286082875	0.9051367919529905
371	Su	rainy	midday	83.99797963105311	5	2	58.10013144409908	14.33765464597833	0	0
372	M	sunny	morning rush	61.770026977268415	5	2	67.73197067924399	15.324782328321298	2.35816799822801	0
373	Th	rainy	morning rush	85.56947590038416	4	1	59.896916414729525	16.526053165116036	0	0
374	Sa	snowy	overnight	6.628854674622701	3	1	53.053035485630346	13.829637227394967	9.515918633361327	1.260207804918613
375	Fr	sunny	midday	87.39810989343789	4	1	55.64762767826502	12.926630173812393	0	0
376	Th	rainy	evening rush	64.44671305700831	10	2	59.30430504343562	33.91468180530381	19.39865784647871	0
377	Su	snowy	overnight	4.494572082465917	5	3	54.58535492297064	21.244766953941028	13.430035319406	2.792705423192081
378	Fr	snowy	evening rush	11.938331937271595	4	2	51.65289091705384	25.349656060989737	12.751210806093704	0
379	W	rainy	overnight	83.49318040184895	4	4	42.302892598846725	14.548352692504146	0	0
380	Tu	rainy	midday	77.15951905775984	3	1	21.086192190256945	12.435983912202811	0	0
381	W	sunny	evening rush	85.0571765044705	11	1	71.94399580475421	36.6556595766476	14.5823579803331	2.389033013210849
382	Su	rainy	midday	78.78127260381362	3	3	19.761572700925477	11.385517726120625	0	0
383	M	sunny	overnight	65.51831563668003	4	1	41.3821527947447	17.68619123773251	0	0.3679718783090906
384	W	sunny	midday	64.9580667822826	3	2	51.67939827086993	10.019730799411947	0	0
385	W	sunny	midday	78.92632550014288	0	1	45.75002788481386	0	0	0
386	Sa	sunny	evening rush	85.8178210601288	4	2	48.76488389524242	12.288792699921093	0	0.6273239721288959
387	M	sunny	morning rush	89.66647665227735	11	1	84.68417545268201	36.34172194041717	14.711801613408042	0
388	M	snowy	evening rush	4.8230792903954285	2	1	25.41922611848114	12.43017343319148	5.379654239089948	1.7856152563986125
389	Th	snowy	evening rush	12.69161491559928	6	1	36.014593364352706	24.151366397702702	19.335954569746775	0
390	Su	rainy	morning rush	55.79520374266939	2	1	57.29096924787166	9.640907089326957	0	0
391	Tu	snowy	overnight	13.437770257773431	3	1	73.85954845167605	15.504961007163805	4.699084585255861	0
392	Fr	sunny	overnight	50.7395020746776	4	1	68.91223429995439	16.19728916178953	0	0.5876336400753177
393	M	snowy	midday	13.816708341061197	8	2	39.83703375031041	33.81909550508483	26.736150844943467	0
394	Tu	sunny	midday	83.96444933799559	6	1	51.94026103857599	12.693088620534231	1.997448797927572	1.4684539573629274
395	Tu	sunny	evening rush	77.11808324944153	5	3	29.94531319762063	20.3566825748812	0.8950837613200189	1.230635386487843
396	Su	sunny	midday	77.68498659929797	8	1	52.83359316564339	23.36589498022139	9.74445065345452	0
397	Sa	rainy	midday	51.72520955183193	2	3	45.46997569455459	4.3900258042147255	0	0
398	Fr	sunny	overnight	67.97446179918353	4	1	57.731509524893106	16.326464598876104	1.380198883181007	0.85359211162032
399	Th	sunny	midday	55.75385073339472	3	3	72.1860049492357	8.67465665967346	0	0
400	Th	sunny	overnight	60.17971936364048	4	1	62.06508379980242	16.654539465465515	0	0
401	Su	sunny	evening rush	63.06714318901233	12	2	65.96894493980255	40.018641586585304	21.970899405674107	1.1831740239997655
402	Su	snowy	evening rush	9.49698928242984	5	3	36.950913703647366	18.87037574526766	12.783740373732515	0
403	Sa	sunny	midday	63.63305351270787	8	1	68.61243986359204	25.34907197849798	8.272817844220212	0
404	Th	rainy	evening rush	51.821256637981065	1	2	52.44990837579494	3.67421824977139	0	0
405	W	snowy	overnight	11.479358549566168	4	2	31.632878578410953	20.219377843083077	8.498118364030217	0
406	Fr	snowy	midday	8.505687463335734	4	2	34.64293856689839	20.391247280585628	11.039186097597561	0
407	M	sunny	midday	87.46374720165053	4	1	46.7049539644763	13.68247817913339	0	0
408	Th	snowy	overnight	5.228062026328864	6	1	54.82844422343398	24.85937350836886	17.806448574275098	0
409	M	rainy	midday	79.08922057375689	6	3	53.79646802428191	19.749519571714398	4.267470153552868	0
410	Su	sunny	morning rush	74.620067514376	9	3	34.69964783378303	24.857714525766802	12.488688387972216	0
411	M	sunny	morning rush	86.37912936514206	10	2	38.83435576939027	35.984235238450154	9.762895705816387	0
412	Sa	rainy	evening rush	85.48816253678505	6	2	68.24221021306519	23.148629481233225	0	0
413	M	sunny	morning rush	47.58669897587777	6	4	87.98183148898062	24.625816699269883	9.510747916675026	2.028114091635849
414	W	snowy	morning rush	7.780948846575425	5	1	54.76263220792819	20.007078344442988	10.529042248839373	0
415	Tu	sunny	evening rush	71.37569108310124	3	1	73.24740542488105	14.754446236071747	0	0
416	Sa	sunny	midday	69.38431216409975	5	2	72.54537254031857	13.45498359507355	0.5571185549337629	0
417	M	sunny	morning rush	81.52459518184278	5	2	45.84096399796301	19.592599330690124	0	0
418	Fr	sunny	morning rush	78.36829387676823	7	2	73.94304864219104	22.92745611646389	5.702029396871392	1.2702637530732608
419	Sa	sunny	overnight	82.51485991801557	3	1	61.234618030040174	14.13741503160911	0	0
420	W	sunny	evening rush	69.371730383169	6	3	41.2900589456167	20.94233291956188	2.5599863685259248	1.6201963882084838
421	W	sunny	overnight	65.28948184544453	2	1	46.43536304642795	6.0198116382799025	0	0
422	Th	sunny	overnight	74.44600774123603	1	3	60.673386015595206	3.995466890559816	0	0
423	M	rainy	evening rush	73.32670846852126	8	2	43.31841938334378	26.93512448216455	7.052606075271612	0
424	Fr	sunny	morning rush	64.8198493553156	2	1	33.52791511060587	9.041388564639298	0	0
425	Tu	rainy	overnight	69.35809310782733	8	2	42.37273806361559	30.064971730722473	7.1960294581117425	0
426	Su	sunny	evening rush	69.46796382974604	3	4	41.493875862374544	11.486661660481436	0	1.5067597735256992
427	Th	sunny	overnight	78.36921987236737	1	3	33.32158040839296	2.798823908644848	0	1.9444077624760436
428	Tu	snowy	morning rush	6.834395616534638	2	3	55.24070819523777	13.338699140414631	4.612017850067025	2.616004961020984
429	Fr	sunny	morning rush	80.553150302378	3	3	32.56786741755099	11.981348186296788	0	0
430	Th	rainy	evening rush	64.11754516632118	3	3	35.50842711869248	16.515892815399884	0	0
431	Th	rainy	evening rush	75.55090993380333	4	3	49.54002255136587	18.458997034708204	0	0
432	Th	snowy	evening rush	14.485747962307673	5	2	50.21019272698505	21.938076112983264	13.385606879628753	0
433	Su	rainy	morning rush	80.79428843503717	5	3	58.30346082588185	18.77115925058393	0	0
434	Su	rainy	evening rush	61.146058257293205	2	3	57.35015415569022	11.551935989993273	0	0
435	Th	snowy	morning rush	9.333888739242221	4	3	29.61378980793968	16.485847855360028	9.847096273574373	0
436	Tu	snowy	midday	9.570350629817993	5	3	36.5106877524309	15.452347689304283	12.17945821329745	0
437	Sa	rainy	morning rush	67.36937406593309	8	3	33.561483220019355	27.927690370499125	10.50867579102976	0
438	Tu	sunny	overnight	68.30366471456439	3	1	53.90958164650695	12.10577812653091	0	1.960605289752133
439	Fr	sunny	overnight	92.37910868955485	6	2	46.486605144749916	22.51684436193257	0.33259932526360925	1.7399451655300697
440	W	sunny	morning rush	76.72712812681938	5	1	26.878397743631997	16.378884430477672	4.839511041142971	0
441	M	sunny	morning rush	91.28771819304882	4	1	57.04341439211406	13.496571588528223	0	0
442	Th	sunny	midday	65.81538748054987	4	1	40.66599189105982	13.09610755978994	0	0
443	Tu	snowy	overnight	17.844349187937205	5	1	69.35852646985882	22.556411872602165	9.208032685018644	0
444	Su	sunny	morning rush	70.19406885782452	9	2	43.40610101833557	31.060668830217118	16.59618836294649	0
445	Th	rainy	midday	73.12236964040413	6	2	58.840552683871486	19.238890251280445	3.9392119581329217	0
446	Fr	sunny	evening rush	62.982276138193406	5	3	42.96028217327134	16.19277615631829	3.3317527265366333	1.7893203715157815
447	Fr	sunny	evening rush	81.90575344219688	8	2	73.54736875018159	27.497349466891972	8.377363314625372	1.3723096996685664
448	M	snowy	evening rush	3.6989944124723326	9	2	65.93570011881604	31.631831687219645	25.238597005816484	1.0604300679623158
449	Sa	sunny	evening rush	72.27400064887671	5	3	40.02950977434863	17.133837981213976	4.307402633576493	0.1507906271344644
450	Sa	snowy	evening rush	14.634418844627916	2	1	74.6658188964504	9.243863244153914	3.481477826107023	0
451	Su	sunny	overnight	78.17306886694811	3	2	54.42845314303148	11.920784986953839	0	0.24115716710918245
452	Th	snowy	midday	10.718316513103929	11	2	87.2422818916319	34.33308606473477	30.66132556758808	0
453	M	sunny	evening rush	79.40816498776056	3	1	64.18874601163708	8.265019414418745	0	0
454	W	sunny	evening rush	73.7030159704518	2	1	42.02385235395294	7.881409891433305	0	0
455	Tu	sunny	morning rush	62.59579475471227	6	1	15.640062686848722	19.08940799044482	4.2794080076844265	1.7571288775494232
456	M	snowy	overnight	3.7224566703081905	5	1	84.2206946384218	23.601846738650817	13.205677888839764	0
457	Tu	snowy	evening rush	10.115413812878884	3	1	77.8138290055081	14.966512970924912	5.7407735528135095	0
458	W	sunny	midday	68.93296994414924	7	3	35.445511461672474	21.28583027173953	10.560603742412988	0
459	Tu	sunny	overnight	53.29641742764704	8	1	54.19199463430197	29.339548511961784	13.040661428876929	0
460	Su	rainy	morning rush	70.19214280275285	11	2	24.92071263028985	35.64693005139674	18.922910003293534	0
461	Su	rainy	morning rush	51.37519315704853	3	1	67.89444527223266	12.634524681657021	0.9977243506042708	0
462	Tu	sunny	morning rush	65.37061127101082	6	2	79.16817754006134	17.121289553568275	4.492587742451744	0
463	Th	sunny	overnight	83.88918450332773	2	3	40.278449219278784	7.764959104294566	0	0
464	Sa	sunny	evening rush	64.55981508669949	2	3	78.78500552628238	8.010720418673476	0	0.6068294214355792
465	Fr	sunny	morning rush	60.05915999299433	6	4	24.45856133153733	22.95219887545931	3.4156861681902093	0
466	Sa	snowy	midday	4.505541856579588	3	2	60.0633972613041	12.015135374680957	6.385257197149633	0
467	Th	snowy	overnight	15.073974041766968	4	4	58.93085038464599	19.057712241048325	7.237024425927792	0
468	W	sunny	overnight	51.75299436423431	8	1	72.2516709172369	29.76318566943562	11.972070611744073	0.12395392815292372
469	M	sunny	overnight	70.23330418232196	3	1	60.684287935725024	12.348542781209565	0	3.197255431207283
470	Tu	rainy	evening rush	66.81175131325543	4	4	65.14513271225297	17.388248531446457	0	0
471	Su	sunny	evening rush	82.18485967233772	2	3	32.432615493483425	5.81019129037932	0	1.5127320961032327
472	Tu	snowy	overnight	6.360208779308733	8	1	28.977989999771157	26.93530836843445	22.665336050069943	0.26900023325777117
473	W	rainy	morning rush	59.25021736479464	5	3	38.68216495006699	18.208365355479966	1.3358085763460454	0
474	Th	sunny	midday	78.18753666855913	4	1	56.34631260214802	14.048235223518523	0	0
475	W	snowy	midday	4.041462745844598	2	1	40.74298692033365	8.681785371236211	3.137878477495765	1.515858961644306
476	Fr	rainy	midday	90.39778233508937	0	2	48.7505242232311	1.379345117265315	0	0
477	W	snowy	evening rush	12.469745068754012	3	1	56.07855020050723	13.99958130017464	8.292867127091439	0
478	Fr	sunny	morning rush	63.596435542890404	4	1	38.062700681289414	13.262331777976657	0	1.093421246011031
479	M	sunny	evening rush	67.01149568527853	3	2	42.38743584878034	12.214347321660137	0	2.0045813456175927
480	Fr	sunny	overnight	71.82290713831951	5	1	71.0933530904601	20.362256064376947	1.0437815821804006	0
481	Th	sunny	morning rush	94.22800032160595	3	2	73.59594477543337	8.939533597405976	0	0
482	Th	sunny	morning rush	70.49091744765866	7	2	35.48005227993867	21.957091548844456	8.379496250222324	0.2747944767296324
483	Su	sunny	midday	81.80581952542795	7	1	50.396738970807874	17.435227736267354	1.3992499002047665	0
484	Su	sunny	morning rush	98.18744749032327	6	2	49.48372955665077	19.42895862828024	0	0
485	Su	sunny	morning rush	72.86417376936892	4	4	52.5872440194212	12.022566314862129	0	0
486	Sa	sunny	overnight	54.92271740846112	9	1	69.53666189215711	29.535318287934274	13.767303182368213	2.307916824239571
487	Tu	sunny	overnight	75.87292451201415	8	3	57.287916794429606	27.163362164845573	8.715880425301538	0
488	Sa	snowy	morning rush	7.830217702939182	4	4	70.9986985246621	14.291091737155368	10.113869180307761	0
489	Fr	sunny	evening rush	65.68639659694442	11	3	46.072186427210596	38.2566572752081	16.755970116602356	0
490	Fr	sunny	morning rush	66.07993583390356	6	3	52.70897388441507	18.77051523233859	2.3750060112604268	2.0616819662673898
491	M	rainy	morning rush	72.48843660690859	3	4	5.508340305278821	14.391407741426821	0	0
492	M	snowy	midday	0.8380163414596868	5	2	67.42608508262438	18.508933755524588	12.078305502835798	4.654356339670168
493	W	snowy	evening rush	9.35591948781293	1	4	57.297926739914715	5.9141750689332095	0.5544315088248869	0
494	Th	snowy	morning rush	8.538745845533656	4	2	12.77735606687039	16.44095426560781	10.210891660370411	0
495	Sa	snowy	evening rush	12.793433962587176	5	1	51.19266461489091	24.220858866503413	11.30027938914695	0
496	Fr	sunny	evening rush	63.69989906097762	6	2	35.62365620232526	21.27051083656192	0.6248236644420793	0
497	Sa	snowy	evening rush	6.6336509111126105	2	3	58.94152055465477	6.976405995158026	3.9875181364529704	0
498	Fr	sunny	morning rush	69.69171277306054	4	1	33.41287800874544	17.465694094237286	0.16994823272848736	4.21449959503026
499	Tu	snowy	evening rush	6.475978141644214	4	3	57.88099308409608	23.527396474007098	13.305403798205624	0
500	Tu	sunny	evening rush	59.62775389351787	4	2	84.00183456410127	15.752735313988603	0	0
501	Th	sunny	midday	88.38060024520013	2	1	64.519166269512	12.339531144335997	0	0
502	M	sunny	evening rush	71.62042814194416	4	2	45.95054903206303	19.72369217518295	0	0
503	W	sunny	evening rush	58.43350246759643	6	2	79.30447892357148	19.399223832864717	7.006217184588517	4.718315654815043
504	Th	snowy	midday	4.655273311032415	6	1	57.02648826360117	20.487402468332572	15.405880580460105	0
505	M	snowy	midday	16.530241759326064	7	1	65.38815151718174	28.43901290917222	19.189642298081836	0
506	Sa	sunny	evening rush	69.24495470625574	6	2	78.75485041475986	18.432716589465976	0	0
507	Fr	sunny	overnight	63.35675581682509	5	3	38.10807477503185	15.37560217022518	3.1600187839813554	1.3900249986665467
508	Tu	sunny	midday	87.04297562301396	6	1	34.70559929067497	16.930436092684342	0	0
509	W	snowy	midday	19.526817878281804	3	4	20.017826956736606	10.55374563897344	6.3885796253962255	0
510	W	snowy	overnight	11.699982794407426	3	1	38.967747997774	16.0152911471825	9.839588139619611	0
511	Th	sunny	overnight	78.84723290769026	4	4	35.63781190014427	12.971927353476389	0	1.938027679028842
512	Su	sunny	midday	71.39326594609469	5	3	15.136439165455648	11.486218227489326	2.525816138248529	2.0437788727885278
513	Tu	sunny	evening rush	66.14673451365937	3	1	58.22567766732584	12.170540787331145	0	1.0341387028199933
514	M	sunny	midday	79.97140888064634	1	3	31.396395206844378	7.790430940757909	0	0
515	Fr	sunny	evening rush	57.2029663144777	5	1	46.747620450620964	15.1841116214669	1.6149252803605858	0
516	Tu	sunny	morning rush	81.26733287217289	6	1	30.039760111814903	19.360768096891324	0.7263537412563446	0.6156358498909686
517	Sa	sunny	midday	56.11497124248432	3	1	34.49634539486877	9.97057428645039	0	0
518	Fr	rainy	midday	60.8944970580138	6	2	28.075605626034882	21.91283075981453	6.9096170308052365	0
519	Fr	snowy	morning rush	9.462761455417784	7	1	63.430860567010875	29.72550695051964	18.97359419375359	0
520	M	sunny	morning rush	76.12953003265385	3	2	61.53237410590332	15.42681556767526	0	0.1641080479455838
521	M	sunny	morning rush	75.9767330260045	4	2	32.816407049138064	15.16233951474061	0	0
522	Th	sunny	evening rush	84.13811741018529	7	2	70.02808294301086	21.621190851692145	0.37625632869580583	0.39369015538770336
523	Th	snowy	evening rush	10.4500781262844	3	3	26.753761414767528	14.170017444907579	5.434607031607101	0
524	Th	snowy	morning rush	13.938869214916332	6	3	44.38345187746957	20.336943044977474	18.845559037071574	0
525	W	sunny	morning rush	55.464705363144446	3	1	68.79739609804994	13.599647234290627	0	0
526	Sa	sunny	morning rush	75.43493392670192	4	2	6.988328230848445	13.792578003687753	0	1.1140521912297894
527	Fr	rainy	overnight	92.03834172935217	8	1	54.01591693805217	32.50994546356946	2.782803452971403	0
528	Th	snowy	midday	11.510930889182495	12	1	68.1462600539352	40.896297628917345	30.1459509655138	0
529	Tu	sunny	overnight	78.24352132071208	7	3	60.103104210110985	24.653220702223113	6.896971921293389	1.6924790971984995
530	Tu	sunny	midday	83.40888179346061	5	1	39.18732805659017	18.025224131677668	0	1.1351316307954362
531	M	sunny	midday	69.18936457819471	5	4	67.96190017268161	16.79238686419243	0	0
532	Sa	sunny	evening rush	70.90353446374873	2	3	41.93250026681716	6.921134123907328	0	0
533	M	snowy	morning rush	8.994626121998568	8	2	34.544371887409646	30.233814794621797	20.993702635764382	1.604434515969916
534	M	sunny	overnight	79.55432440593209	8	4	78.06395907912324	27.8938428939342	10.514272018297328	3.2870304260505647
535	Th	sunny	overnight	83.2331482044255	4	1	33.18914648580201	16.210752681813688	0	1.1486172302326345
536	Tu	rainy	midday	82.31588585545276	4	1	61.960265001313864	12.928801149103567	0	0
537	Su	sunny	overnight	69.918762951447	3	1	12.016084025322563	7.735196747692278	0	2.0301329002826343
538	Tu	rainy	evening rush	72.77104691489515	9	3	36.56455851515789	33.13961444953704	11.713840310421103	0
539	Su	sunny	overnight	55.292699145050534	5	2	51.693819994507095	14.891954157245795	4.208738779825513	4.004329216110293
540	M	snowy	overnight	14.873786359367855	7	2	56.28168024515349	27.6032494537393	20.159290744193278	0
541	W	snowy	overnight	16.862810736351186	11	3	39.039393283021504	38.80188884757603	31.412062732503003	0
